CustomerID,Country,Orders,Revenue,Avg_Order_Value
12417,Spain,1,436.3,436.3
12418,Switzerland,1,668.58,668.58
12420,Cyprus,1,600.39,600.39
12421,Spain,4,807.04,201.76
12422,Australia,2,386.2,193.1
12422,Switzerland,1,417.36,417.36
12423,Belgium,8,1859.31,232.41
12424,Australia,2,1760.96,880.48
12425,Portugal,1,777.2,777.2
12426,Germany,1,582.73,582.73
12427,Germany,3,825.8,275.27
12428,Finland,9,7956.46,884.05
12429,Austria,1,437.98,437.98
12429,Denmark,3,3312.42,1104.14
12430,Norway,1,256.4,256.4
12431,Australia,13,5514.67,424.21
12431,Belgium,2,972.78,486.39
12432,Norway,5,5059.32,1011.86
12433,Norway,7,13375.87,1910.84
12434,Australia,2,806.14,403.07
12435,Denmark,2,7829.89,3914.94
12436,Norway,1,509.01,509.01
12437,France,18,4951.41,275.08
12438,Norway,2,2906.85,1453.42
12441,France,1,173.55,173.55
12442,Spain,1,172.06,172.06
12444,Norway,5,5005.46,1001.09
12445,Spain,1,133.4,133.4
12446,RSA,1,1002.3100000000001,1002.31
12447,Belgium,1,476.49,476.49
12448,Spain,1,449.45,449.45
12449,Belgium,4,4067.29,1016.82
12450,Spain,2,197.88,98.94
12451,Switzerland,5,9035.52,1807.1
12452,Switzerland,2,430.57,215.28
12453,Austria,1,707.09,707.09
12454,Spain,1,3528.34,3528.34
12455,Cyprus,2,1698.9,849.45
12455,Spain,4,767.96,191.99
12456,Switzerland,3,3181.04,1060.35
12457,Cyprus,2,392.7,196.35
12457,Switzerland,5,1970.53,394.11
12458,Switzerland,2,947.4,473.7
12461,Switzerland,2,826.88,413.44
12462,Spain,2,1189.59,594.79
12463,Belgium,4,1344.78,336.2
12464,Belgium,8,1212.05,151.51
12465,Belgium,2,742.1899999999999,371.1
12468,Germany,2,729.5400000000001,364.77
12471,Germany,30,19824.05,660.8
12472,Germany,7,6572.11,938.87
12473,Germany,5,3938.5499999999997,787.71
12474,Germany,18,7375.79,409.77
12475,Germany,1,723.38,723.38
12476,Germany,11,6816.42,619.67
12477,Germany,6,13219.74,2203.29
12478,Greece,1,680.99,680.99
12479,Germany,1,527.2,527.2
12480,Germany,4,3281.63,820.41
12481,Germany,10,5596.32,559.63
12483,Sweden,8,2484.98,310.62
12484,Spain,6,4541.72,756.95
12488,France,3,1298.66,432.89
12489,France,1,334.93,334.93
12490,France,10,5417.93,541.79
12491,France,1,460.40000000000003,460.4
12492,Germany,2,263.21000000000004,131.61
12493,France,2,433.74,216.87
12494,France,7,1246.1000000000001,178.01
12497,Germany,1,1043.1,1043.1
12498,Germany,3,403.70000000000005,134.57
12500,Germany,11,4257.82,387.07
12501,Germany,1,2169.39,2169.39
12502,Spain,5,3723.87,744.77
12504,Germany,2,482.04999999999995,241.02
12506,France,1,73.5,73.5
12507,Spain,3,1304.81,434.94
12508,France,2,398.27,199.14
12509,France,1,176.5,176.5
12510,Spain,2,982.5699999999999,491.28
12512,Israel,2,138.03,69.02
12513,France,1,612.29,612.29
12514,Italy,1,1017.68,1017.68
12515,Italy,1,383.7,383.7
12516,Germany,2,1312.06,656.03
12517,Germany,5,2502.84,500.57
12518,Germany,5,2056.89,411.38
12519,Germany,1,340.84,340.84
12520,Germany,5,2634.26,526.85
12521,Germany,1,599.68,599.68
12522,Germany,2,192.72,96.36
12523,France,11,1789.77,162.71
12524,Germany,8,4485.72,560.72
12526,Germany,3,1316.66,438.89
12527,Germany,3,348.71000000000004,116.24
12528,Germany,6,1933.48,322.25
12530,Germany,4,1662.28,415.57
12531,Germany,1,125.22,125.22
12532,France,1,349.83000000000004,349.83
12534,Germany,1,1089.18,1089.18
12535,France,2,716.35,358.18
12536,France,3,12601.830000000002,4200.61
12538,Spain,1,363.95,363.95
12539,Spain,4,5568.35,1392.09
12540,Spain,17,13400.24,788.25
12541,Spain,3,981.18,327.06
12544,Spain,1,372.7,372.7
12545,Spain,2,1000.39,500.2
12546,Spain,2,1161.5,580.75
12547,Spain,2,207.79999999999998,103.9
12548,Spain,1,95.19999999999999,95.2
12550,Spain,1,964.83,964.83
12551,Spain,1,168.0,168.0
12552,Italy,2,437.82,218.91
12553,France,10,3692.28,369.23
12556,Spain,2,603.71,301.86
12557,Spain,5,11990.960000000001,2398.19
12558,USA,1,269.96,269.96
12559,Germany,2,561.71,280.86
12560,Germany,3,2134.01,711.34
12561,Germany,1,238.85,238.85
12562,France,7,3781.7400000000002,540.25
12564,France,1,456.9,456.9
12565,Saudi Arabia,1,145.92,145.92
12566,Germany,1,351.65,351.65
12567,France,10,9401.28,940.13
12569,Germany,32,4124.69,128.9
12571,France,2,519.61,259.8
12572,Germany,2,1020.42,510.21
12573,France,1,160.54000000000002,160.54
12574,France,1,218.45,218.45
12576,Poland,5,1315.83,263.17
12577,France,3,657.8,219.27
12578,Italy,2,2794.51,1397.26
12579,France,1,440.42,440.42
12580,Germany,1,415.7,415.7
12581,Germany,1,197.71,197.71
12582,Finland,2,511.36,255.68
12583,France,15,7281.38,485.43
12584,Italy,9,2338.15,259.79
12585,Germany,2,2040.1,1020.05
12586,Italy,1,196.94000000000003,196.94
12587,Finland,1,144.0,144.0
12588,Finland,1,214.89999999999998,214.9
12589,France,2,646.68,323.34
12590,Germany,2,9864.26,4932.13
12591,Italy,1,452.84999999999997,452.85
12592,Germany,2,437.6,218.8
12593,France,3,418.09999999999997,139.37
12594,Italy,10,3338.2200000000003,333.82
12596,Spain,2,618.27,309.14
12597,Spain,4,3811.22,952.8
12598,France,8,3023.08,377.88
12599,France,7,1032.58,147.51
12600,Germany,10,2599.04,259.9
12601,Germany,5,577.0600000000001,115.41
12602,France,1,153.12,153.12
12603,Germany,1,739.1999999999999,739.2
12604,France,2,254.18,127.09
12607,USA,1,1579.51,1579.51
12609,Germany,3,1126.85,375.62
12610,Italy,5,2099.54,419.91
12611,Italy,1,1193.32,1193.32
12612,Germany,1,704.0400000000001,704.04
12613,Germany,5,3344.38,668.88
12614,Germany,1,315.6,315.6
12615,France,4,2291.19,572.8
12616,France,2,713.3,356.65
12617,France,1,355.53,355.53
12618,Italy,1,177.31,177.31
12619,Germany,9,3641.24,404.58
12620,France,3,1339.41,446.47
12621,Germany,20,13689.67,684.48
12622,Germany,1,180.1,180.1
12623,Germany,1,305.1,305.1
12624,France,2,641.13,320.56
12625,Germany,2,2683.82,1341.91
12626,Germany,9,6620.48,735.61
12627,Germany,7,4478.53,639.79
12628,Germany,3,786.46,262.15
12630,Finland,2,1270.88,635.44
12631,Finland,1,640.5,640.5
12633,Germany,4,2163.98,541.0
12635,Germany,2,1689.18,844.59
12637,France,8,6021.9,752.74
12638,Sweden,1,671.69,671.69
12639,Sweden,1,486.1,486.1
12640,France,3,1174.58,391.53
12641,Sweden,1,185.9,185.9
12642,Germany,3,1013.26,337.75
12643,France,6,3344.64,557.44
12644,Germany,1,477.91,477.91
12645,Germany,4,1775.18,443.8
12646,USA,2,1346.97,673.48
12647,Germany,12,3722.82,310.24
12648,Germany,1,318.05,318.05
12649,Germany,3,623.51,207.84
12650,France,1,314.44,314.44
12651,France,1,114.0,114.0
12652,France,1,919.98,919.98
12653,Israel,2,2209.85,1104.92
12654,Germany,5,601.98,120.4
12656,France,5,4051.17,810.23
12657,France,4,1643.18,410.8
12658,Germany,1,686.05,686.05
12659,France,1,91.68,91.68
12660,France,1,245.1,245.1
12662,Germany,11,3849.78,349.98
12664,Finland,9,4881.88,542.43
12665,Germany,1,63.0,63.0
12667,Finland,1,620.13,620.13
12668,Germany,4,3807.15,951.79
12669,France,3,2744.0299999999997,914.68
12670,France,5,2996.05,599.21
12672,France,1,225.89999999999998,225.9
12673,Germany,2,610.52,305.26
12674,France,4,1970.6,492.65
12676,Sweden,6,1331.39,221.9
12678,France,12,17628.46,1469.04
12679,France,4,1113.02,278.26
12680,France,4,862.81,215.7
12681,France,22,13787.54,626.71
12682,France,31,12288.22,396.39
12683,France,15,8476.57,565.1
12684,France,7,2283.63,326.23
12685,France,6,2863.08,477.18
12686,France,1,89.14,89.14
12688,Israel,1,4873.8099999999995,4873.81
12689,France,2,1247.61,623.8
12690,France,1,389.01,389.01
12691,France,6,1035.8,172.63
12693,Germany,4,855.91,213.98
12694,France,2,869.67,434.84
12695,France,4,582.1,145.52
12697,Sweden,3,957.59,319.2
12700,France,4,4939.99,1235.0
12701,Germany,2,797.71,398.86
12702,Germany,1,219.0,219.0
12703,Germany,1,283.55,283.55
12704,Finland,8,2340.84,292.6
12705,Germany,9,6868.29,763.14
12707,France,1,603.42,603.42
12708,Germany,10,2712.91,271.29
12709,Germany,15,9736.52,649.1
12710,Germany,3,1149.02,383.01
12712,Germany,13,4396.13,338.16
12713,Germany,1,848.55,848.55
12714,France,5,4708.86,941.77
12715,Sweden,1,353.86,353.86
12716,France,2,1053.49,526.74
12717,Greece,2,1030.98,515.49
12718,France,1,238.25,238.25
12719,France,2,644.95,322.48
12720,Germany,25,5781.73,231.27
12721,France,6,2656.13,442.69
12722,France,4,997.63,249.41
12723,France,5,725.07,145.01
12724,France,4,1031.41,257.85
12725,Italy,1,427.8,427.8
12726,France,7,2609.1,372.73
12727,France,7,3980.7,568.67
12728,France,4,836.33,209.08
12729,France,1,453.01,453.01
12731,France,12,18895.91,1574.66
12732,France,1,236.26000000000002,236.26
12733,USA,1,383.95,383.95
12734,France,1,110.39999999999999,110.4
12735,France,2,779.5699999999999,389.78
12736,France,1,234.0,234.0
12738,Germany,1,155.35,155.35
12739,United Arab Emirates,2,1013.04,506.52
12740,France,1,427.6,427.6
12743,Unspecified,2,546.43,273.21
12744,Singapore,7,21279.29,3039.9
12747,United Kingdom,11,4196.01,381.46
12748,United Kingdom,209,33719.73,161.34
12749,United Kingdom,5,4090.88,818.18
12750,Poland,1,275.88,275.88
12752,Norway,1,4366.78,4366.78
12753,Japan,6,21429.39,3571.56
12754,Japan,3,3010.74,1003.58
12755,Japan,2,3811.95,1905.98
12756,Japan,1,112.07999999999998,112.08
12757,Portugal,13,7857.1,604.39
12758,Portugal,2,2791.59,1395.8
12759,Netherlands,3,1531.44,510.48
12762,Portugal,2,1898.52,949.26
12763,Japan,2,494.08,247.04
12764,Lebanon,1,1693.88,1693.88
12766,Portugal,7,6989.63,998.52
12769,Brazil,1,1143.6,1143.6
12770,Japan,1,1351.45,1351.45
12772,Portugal,1,892.47,892.47
12775,Netherlands,5,1386.04,277.21
12778,Netherlands,6,822.23,137.04
12779,Poland,8,3981.36,497.67
12781,Czech Republic,2,826.74,413.37
12782,Portugal,5,2330.92,466.18
12783,Portugal,6,2225.91,370.98
12784,Portugal,2,574.42,287.21
12785,Portugal,1,311.95,311.95
12787,Netherlands,3,463.66,154.55
12789,Netherlands,1,91.85,91.85
12790,Netherlands,1,324.92,324.92
12791,Netherlands,1,192.60000000000002,192.6
12792,Portugal,1,400.53999999999996,400.54
12793,Portugal,2,545.48,272.74
12794,Portugal,2,860.41,430.2
12795,Portugal,1,430.48,430.48
12797,Portugal,1,254.03,254.03
12798,Japan,3,6977.04,2325.68
12802,Netherlands,1,427.58,427.58
12808,Portugal,3,483.65000000000003,161.22
12809,Portugal,1,489.31,489.31
12811,Portugal,3,514.85,171.62
12812,Japan,1,229.64000000000001,229.64
12814,Poland,1,125.92,125.92
12815,Poland,2,1063.46,531.73
12816,Poland,2,572.2,286.1
12817,Austria,1,166.04,166.04
12818,Austria,1,1542.08,1542.08
12820,United Kingdom,4,942.34,235.58
12821,United Kingdom,1,92.72,92.72
12822,United Kingdom,2,948.88,474.44
12823,United Kingdom,5,1759.5,351.9
12824,United Kingdom,1,397.12,397.12
12826,United Kingdom,7,1474.72,210.67
12827,United Kingdom,3,430.15000000000003,143.38
12828,United Kingdom,6,1018.71,169.78
12829,United Kingdom,2,293.0,146.5
12830,United Kingdom,6,6814.64,1135.77
12831,United Kingdom,1,215.05,215.05
12832,United Kingdom,2,383.03,191.52
12833,United Kingdom,1,417.38,417.38
12834,United Kingdom,1,312.38,312.38
12836,United Kingdom,4,2612.86,653.22
12837,United Kingdom,1,134.1,134.1
12838,United Kingdom,2,683.13,341.56
12839,United Kingdom,14,5591.42,399.39
12840,United Kingdom,4,2726.77,681.69
12841,United Kingdom,25,4022.35,160.89
12842,United Kingdom,2,1118.99,559.5
12843,United Kingdom,8,1702.26,212.78
12844,United Kingdom,2,325.96000000000004,162.98
12845,United Kingdom,4,354.09,88.52
12847,United Kingdom,1,871.54,871.54
12849,United Kingdom,2,1050.8899999999999,525.44
12851,United Kingdom,1,135.18,135.18
12852,United Kingdom,1,311.55,311.55
12853,United Kingdom,6,1957.1000000000001,326.18
12854,United Kingdom,3,1324.5,441.5
12855,United Kingdom,1,38.1,38.1
12856,United Kingdom,6,2179.93,363.32
12857,United Kingdom,2,1106.4,553.2
12863,United Kingdom,1,521.2,521.2
12864,United Kingdom,1,147.12,147.12
12865,Austria,2,1568.23,784.12
12866,Belgium,1,559.12,559.12
12867,United Kingdom,7,4036.82,576.69
12868,United Kingdom,6,1607.0600000000002,267.84
12871,United Kingdom,2,380.64,190.32
12872,United Kingdom,2,599.97,299.98
12873,United Kingdom,1,374.0,374.0
12875,United Kingdom,2,343.2300000000001,171.62
12876,Belgium,2,2218.02,1109.01
12877,United Kingdom,12,1535.77,127.98
12878,United Kingdom,2,854.99,427.5
12879,United Kingdom,3,573.22,191.07
12881,United Kingdom,1,298.0,298.0
12882,United Kingdom,2,1463.04,731.52
12883,United Kingdom,4,703.47,175.87
12884,United Kingdom,1,309.05,309.05
12885,United Kingdom,3,1175.22,391.74
12886,United Kingdom,2,1378.4,689.2
12888,United Kingdom,2,354.12,177.06
12890,United Kingdom,1,380.46999999999997,380.47
12891,United Kingdom,3,331.0,110.33
12893,United Kingdom,1,188.14,188.14
12895,United Kingdom,2,372.8,186.4
12897,United Kingdom,2,216.5,108.25
12901,United Kingdom,28,17654.54,630.52
12902,United Kingdom,1,138.68,138.68
12904,United Kingdom,2,509.58,254.79
12906,United Kingdom,5,2919.81,583.96
12908,United Kingdom,2,750.0,375.0
12909,United Kingdom,5,2178.67,435.73
12910,United Kingdom,8,3075.04,384.38
12912,United Kingdom,5,1662.3,332.46
12913,United Kingdom,5,2483.63,496.73
12915,United Kingdom,2,363.65,181.82
12916,United Kingdom,4,3006.15,751.54
12917,United Kingdom,1,594.0,594.0
12919,United Kingdom,6,1335.19,222.53
12920,United Kingdom,1,164.23,164.23
12921,United Kingdom,37,16587.09,448.3
12922,United Kingdom,1,405.38,405.38
12923,United Kingdom,1,176.97,176.97
12924,United Kingdom,4,933.7,233.42
12925,United Kingdom,2,694.05,347.02
12928,United Kingdom,5,2062.7000000000003,412.54
12929,United Kingdom,1,117.85,117.85
12930,United Kingdom,2,415.8,207.9
12931,United Kingdom,15,42055.96,2803.73
12933,United Kingdom,3,607.53,202.51
12935,United Kingdom,7,2160.7,308.67
12936,United Kingdom,4,1063.9,265.98
12937,United Kingdom,4,1504.27,376.07
12938,United Kingdom,1,114.14,114.14
12939,United Kingdom,8,11581.8,1447.72
12940,United Kingdom,2,913.54,456.77
12942,United Kingdom,3,683.9,227.97
12944,United Kingdom,2,604.51,302.26
12945,United Kingdom,1,462.95,462.95
12947,United Kingdom,6,1603.99,267.33
12948,United Kingdom,7,2064.95,294.99
12949,United Kingdom,8,4167.22,520.9
12950,United Kingdom,3,1843.0,614.33
12951,United Kingdom,6,1064.07,177.34
12952,United Kingdom,4,1387.79,346.95
12953,United Kingdom,1,329.85,329.85
12955,United Kingdom,11,4757.16,432.47
12956,United Kingdom,1,108.07,108.07
12957,United Kingdom,8,4017.54,502.19
12962,United Kingdom,2,266.39,133.2
12963,United Kingdom,8,1856.63,232.08
12965,United Kingdom,1,771.91,771.91
12966,United Kingdom,1,160.18,160.18
12967,United Kingdom,2,1660.9,830.45
12968,United Kingdom,1,135.95,135.95
12970,United Kingdom,4,452.24,113.06
12971,United Kingdom,86,11189.91,130.12
12974,United Kingdom,1,144.8,144.8
12976,United Kingdom,1,738.6,738.6
12977,United Kingdom,1,39.239999999999995,39.24
12980,United Kingdom,9,7374.900000000001,819.43
12981,United Kingdom,2,372.21999999999997,186.11
12982,United Kingdom,1,390.54,390.54
12984,United Kingdom,1,97.5,97.5
12985,United Kingdom,2,1239.38,619.69
12987,United Kingdom,2,558.7,279.35
12988,United Kingdom,1,535.32,535.32
12989,United Kingdom,15,6924.110000000001,461.61
12990,United Kingdom,3,409.5,136.5
12991,United Kingdom,2,503.76,251.88
12993,United Kingdom,4,414.76,103.69
12994,United Kingdom,3,974.4200000000001,324.81
12995,United Kingdom,1,211.32,211.32
12997,United Kingdom,4,1226.89,306.72
12999,United Kingdom,3,455.88,151.96
13000,United Kingdom,3,534.85,178.28
13001,United Kingdom,13,9818.82,755.29
13002,United Kingdom,1,120.94999999999999,120.95
13003,United Kingdom,3,149.05,49.68
13004,United Kingdom,18,5655.91,314.22
13005,United Kingdom,2,513.7,256.85
13006,United Kingdom,1,81.57,81.57
13008,United Kingdom,1,229.46999999999997,229.47
13011,United Kingdom,1,50.550000000000004,50.55
13012,United Kingdom,8,1661.8400000000001,207.73
13013,United Kingdom,13,4810.9400000000005,370.07
13014,United Kingdom,10,3466.2799999999997,346.63
13015,United Kingdom,5,3346.28,669.26
13016,United Kingdom,3,789.89,263.3
13017,United Kingdom,1,204.0,204.0
13018,United Kingdom,28,7277.7,259.92
13021,United Kingdom,9,2616.38,290.71
13023,United Kingdom,2,689.9,344.95
13026,United Kingdom,5,975.36,195.07
13027,United Kingdom,6,6912.0,1152.0
13028,United Kingdom,2,661.3199999999999,330.66
13029,United Kingdom,3,1247.5,415.83
13030,United Kingdom,2,799.48,399.74
13032,United Kingdom,2,1010.18,505.09
13033,United Kingdom,1,190.55,190.55
13034,United Kingdom,2,642.77,321.38
13035,United Kingdom,2,921.88,460.94
13037,United Kingdom,3,881.07,293.69
13038,United Kingdom,3,908.46,302.82
13040,United Kingdom,2,676.99,338.5
13043,United Kingdom,1,516.42,516.42
13044,United Kingdom,1,560.47,560.47
13045,United Kingdom,1,305.28000000000003,305.28
13046,United Kingdom,2,629.31,314.65
13047,United Kingdom,10,3237.54,323.75
13048,United Kingdom,4,1835.91,458.98
13049,United Kingdom,2,656.6800000000001,328.34
13050,United Kingdom,17,5836.86,343.34
13052,United Kingdom,1,348.15000000000003,348.15
13055,United Kingdom,3,1214.41,404.8
13058,United Kingdom,3,271.40000000000003,90.47
13059,United Kingdom,1,183.4,183.4
13060,United Kingdom,1,307.53,307.53
13061,United Kingdom,1,248.61,248.61
13062,United Kingdom,1,346.98,346.98
13064,United Kingdom,4,1119.49,279.87
13065,United Kingdom,1,205.86,205.86
13066,United Kingdom,2,470.8,235.4
13067,United Kingdom,1,115.46000000000001,115.46
13068,United Kingdom,2,344.0,172.0
13069,United Kingdom,24,4436.12,184.84
13070,United Kingdom,1,228.8,228.8
13072,United Kingdom,1,177.15,177.15
13075,United Kingdom,1,919.61,919.61
13077,United Kingdom,4,729.27,182.32
13078,United Kingdom,26,12627.94,485.69
13079,United Kingdom,5,220.10000000000002,44.02
13080,United Kingdom,1,58.08,58.08
13081,United Kingdom,11,28337.38,2576.13
13082,United Kingdom,9,3613.63,401.51
13083,United Kingdom,2,303.75,151.88
13085,United Kingdom,2,416.08000000000004,208.04
13089,United Kingdom,97,58825.83,606.45
13090,United Kingdom,14,8910.82,636.49
13091,United Kingdom,1,345.82,345.82
13092,United Kingdom,5,477.83,95.57
13093,United Kingdom,8,7832.47,979.06
13094,United Kingdom,12,1927.3200000000002,160.61
13095,United Kingdom,1,74.39999999999999,74.4
13097,United Kingdom,10,6010.42,601.04
13098,United Kingdom,28,28882.44,1031.52
13099,United Kingdom,1,207.35999999999999,207.36
13101,United Kingdom,1,101.19,101.19
13102,United Kingdom,24,6424.09,267.67
13103,United Kingdom,1,243.94,243.94
13104,United Kingdom,6,1098.48,183.08
13106,United Kingdom,1,76.5,76.5
13107,United Kingdom,4,1531.6200000000001,382.9
13108,United Kingdom,1,350.06,350.06
13109,United Kingdom,2,786.54,393.27
13110,United Kingdom,7,1488.67,212.67
13113,United Kingdom,24,12245.960000000001,510.25
13115,United Kingdom,4,2294.78,573.7
13116,United Kingdom,1,501.14,501.14
13117,United Kingdom,8,984.91,123.11
13118,United Kingdom,5,1197.81,239.56
13120,United Kingdom,1,30.599999999999998,30.6
13121,United Kingdom,1,283.73,283.73
13122,United Kingdom,2,922.39,461.2
13124,United Kingdom,3,3866.33,1288.78
13126,United Kingdom,8,2099.64,262.46
13127,United Kingdom,1,259.17,259.17
13130,United Kingdom,1,64.0,64.0
13131,United Kingdom,3,1073.3,357.77
13132,United Kingdom,1,77.3,77.3
13133,United Kingdom,2,109.8,54.9
13134,United Kingdom,4,1793.58,448.4
13135,United Kingdom,1,3096.0,3096.0
13136,United Kingdom,5,2607.61,521.52
13137,United Kingdom,8,3650.41,456.3
13138,United Kingdom,6,962.39,160.4
13139,United Kingdom,7,5064.94,723.56
13140,United Kingdom,3,423.72,141.24
13141,United Kingdom,5,2388.75,477.75
13142,United Kingdom,1,307.09,307.09
13144,United Kingdom,1,110.95,110.95
13145,United Kingdom,4,618.52,154.63
13146,United Kingdom,1,228.91,228.91
13147,United Kingdom,4,712.8000000000001,178.2
13148,United Kingdom,12,3707.12,308.93
13149,United Kingdom,4,1676.06,419.02
13151,United Kingdom,1,1257.8700000000001,1257.87
13153,United Kingdom,1,486.22,486.22
13155,United Kingdom,4,971.76,242.94
13157,United Kingdom,4,1741.22,435.3
13158,United Kingdom,4,1201.06,300.26
13159,United Kingdom,4,1437.85,359.46
13160,United Kingdom,1,91.8,91.8
13161,United Kingdom,1,112.75,112.75
13162,United Kingdom,4,1688.29,422.07
13165,United Kingdom,2,1021.48,510.74
13166,United Kingdom,1,417.2,417.2
13167,United Kingdom,4,791.33,197.83
13168,United Kingdom,4,1319.19,329.8
13169,United Kingdom,2,712.88,356.44
13170,United Kingdom,1,116.00999999999999,116.01
13171,United Kingdom,3,468.41,156.14
13173,United Kingdom,2,353.65,176.82
13174,United Kingdom,3,2817.03,939.01
13176,United Kingdom,1,492.84,492.84
13177,United Kingdom,1,282.45,282.45
13178,United Kingdom,11,5725.47,520.5
13182,United Kingdom,1,121.18,121.18
13183,United Kingdom,9,3957.78,439.75
13184,United Kingdom,10,1701.29,170.13
13185,United Kingdom,1,71.4,71.4
13186,United Kingdom,3,1575.89,525.3
13187,United Kingdom,1,236.02,236.02
13188,United Kingdom,1,114.60000000000001,114.6
13189,United Kingdom,2,260.68,130.34
13192,United Kingdom,2,911.94,455.97
13193,United Kingdom,1,117.88,117.88
13194,United Kingdom,1,60.7,60.7
13196,United Kingdom,4,1797.78,449.44
13198,United Kingdom,6,3401.2400000000002,566.87
13199,United Kingdom,38,9817.12,258.35
13200,United Kingdom,4,870.09,217.52
13203,United Kingdom,4,869.46,217.36
13207,United Kingdom,2,250.26000000000002,125.13
13208,United Kingdom,6,1223.9,203.98
13209,United Kingdom,8,5891.61,736.45
13210,United Kingdom,1,353.48,353.48
13211,United Kingdom,3,1197.42,399.14
13212,United Kingdom,3,788.08,262.69
13213,United Kingdom,5,1520.58,304.12
13216,United Kingdom,1,333.74,333.74
13217,United Kingdom,3,533.98,177.99
13218,United Kingdom,1,62.63999999999999,62.64
13220,United Kingdom,4,819.2900000000001,204.82
13221,United Kingdom,2,847.41,423.7
13223,United Kingdom,2,163.20000000000002,81.6
13224,United Kingdom,2,2155.95,1077.97
13225,United Kingdom,7,6463.84,923.41
13226,United Kingdom,1,108.21000000000001,108.21
13227,United Kingdom,1,257.7,257.7
13228,United Kingdom,1,358.0,358.0
13229,United Kingdom,1,160.95,160.95
13230,United Kingdom,14,2806.97,200.5
13232,United Kingdom,7,1357.6,193.94
13233,United Kingdom,2,605.12,302.56
13235,United Kingdom,1,1031.07,1031.07
13236,United Kingdom,2,744.85,372.42
13238,United Kingdom,4,700.73,175.18
13239,United Kingdom,1,329.56,329.56
13240,United Kingdom,4,663.65,165.91
13242,United Kingdom,3,270.40000000000003,90.13
13243,United Kingdom,1,600.07,600.07
13244,United Kingdom,1,121.74000000000001,121.74
13245,United Kingdom,1,430.5,430.5
13246,United Kingdom,6,1987.3,331.22
13247,United Kingdom,4,501.12,125.28
13248,United Kingdom,2,465.68,232.84
13249,United Kingdom,3,711.41,237.14
13253,United Kingdom,2,1030.4,515.2
13255,United Kingdom,2,399.51,199.76
13258,United Kingdom,3,698.58,232.86
13259,United Kingdom,1,292.32,292.32
13260,United Kingdom,1,557.62,557.62
13261,United Kingdom,2,944.1,472.05
13262,United Kingdom,1,200.29,200.29
13263,United Kingdom,35,7454.07,212.97
13265,United Kingdom,5,2107.66,421.53
13266,United Kingdom,12,3834.2599999999998,319.52
13267,United Kingdom,19,4521.49,237.97
13268,United Kingdom,11,3214.69,292.24
13269,United Kingdom,15,5346.2300000000005,356.42
13270,United Kingdom,1,590.0,590.0
13271,United Kingdom,1,217.38,217.38
13272,United Kingdom,2,276.56,138.28
13273,United Kingdom,1,138.98,138.98
13276,United Kingdom,2,590.9300000000001,295.47
